,REF_AREA,Measure,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE,REF_CODE
21146,Belgium,TEMP_C: Annual temperature change,C: Degrees celsius,2012,0.11,BEL
21147,Belgium,TEMP_C: Annual temperature change,C: Degrees celsius,2013,-0.4,BEL
21148,Belgium,TEMP_C: Annual temperature change,C: Degrees celsius,2014,1.37,BEL
21149,Belgium,TEMP_C: Annual temperature change,C: Degrees celsius,2015,0.74,BEL
21150,Belgium,TEMP_C: Annual temperature change,C: Degrees celsius,2016,0.47,BEL
21151,Belgium,TEMP_C: Annual temperature change,C: Degrees celsius,2017,0.83,BEL
21152,Belgium,TEMP_C: Annual temperature change,C: Degrees celsius,2018,1.3,BEL
21153,Belgium,TEMP_C: Annual temperature change,C: Degrees celsius,2019,1.04,BEL
21154,Belgium,TEMP_C: Annual temperature change,C: Degrees celsius,2020,1.66,BEL
21155,Belgium,TEMP_C: Annual temperature change,C: Degrees celsius,2021,0.2,BEL
21543,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1979,0.0,KOR
21544,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1980,-1.4,KOR
21545,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1981,-1.14,KOR
21546,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1982,-0.13,KOR
21547,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1983,-0.31,KOR
21548,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1984,-0.89,KOR
21549,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1985,-0.58,KOR
21550,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1986,-1.14,KOR
21551,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1987,-0.35,KOR
21552,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1988,-0.42,KOR
21553,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1989,0.35,KOR
21554,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1990,0.59,KOR
21555,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1991,-0.29,KOR
21556,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1992,-0.03,KOR
21557,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1993,-0.61,KOR
21558,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1994,0.85,KOR
21559,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1995,-0.37,KOR
21560,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1996,-0.48,KOR
21561,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1997,0.14,KOR
21562,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1998,1.01,KOR
21563,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,1999,0.39,KOR
21564,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2000,0.02,KOR
21565,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2001,0.25,KOR
21566,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2002,0.16,KOR
21567,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2003,0.04,KOR
21568,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2004,0.85,KOR
21569,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2005,-0.18,KOR
21570,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2006,0.45,KOR
21571,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2007,0.75,KOR
21572,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2008,0.5,KOR
21573,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2009,0.49,KOR
21574,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2010,0.1,KOR
21575,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2011,-0.16,KOR
21576,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2012,-0.24,KOR
21577,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2013,0.34,KOR
21578,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2014,0.62,KOR
21579,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2015,0.96,KOR
21580,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2016,1.16,KOR
21581,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2017,0.57,KOR
21582,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2018,0.48,KOR
21583,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2019,1.01,KOR
21584,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2020,0.76,KOR
21585,Korea,TEMP_C: Annual temperature change,C: Degrees celsius,2021,1.09,KOR
21586,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1979,-0.41,MEX
21587,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1980,-0.02,MEX
21588,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1981,-0.39,MEX
21589,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1982,0.02,MEX
21590,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1983,-0.49,MEX
21591,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1984,-0.63,MEX
21592,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1985,-0.58,MEX
21593,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1986,-0.38,MEX
21594,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1987,-0.72,MEX
21595,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1988,-0.33,MEX
21596,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1989,-0.09,MEX
21597,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1990,-0.12,MEX
21598,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1991,-0.33,MEX
21599,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1992,-0.45,MEX
21600,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1993,-0.05,MEX
21601,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1994,0.43,MEX
21602,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1995,0.47,MEX
21603,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1996,0.25,MEX
21604,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1997,-0.16,MEX
21605,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1998,0.48,MEX
21606,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,1999,0.15,MEX
21607,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2000,0.29,MEX
21608,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2001,0.15,MEX
21609,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2002,0.3,MEX
21610,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2003,0.35,MEX
21611,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2004,-0.15,MEX
21612,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2005,0.45,MEX
21613,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2006,0.52,MEX
21614,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2007,0.17,MEX
21615,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2008,0.22,MEX
21616,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2009,0.67,MEX
21617,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2010,-0.06,MEX
21618,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2011,0.74,MEX
21619,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2012,0.73,MEX
21620,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2013,0.29,MEX
21621,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2014,0.49,MEX
21622,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2015,0.55,MEX
21623,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2016,0.73,MEX
21624,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2017,0.89,MEX
21625,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2018,0.56,MEX
21626,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2019,0.83,MEX
21627,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2020,1.08,MEX
21628,Mexico,TEMP_C: Annual temperature change,C: Degrees celsius,2021,0.74,MEX
21887,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1979,-0.13,PER
21888,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1980,-0.1,PER
21889,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1981,-0.38,PER
21890,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1982,-0.16,PER
21891,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1983,0.61,PER
21892,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1984,-0.58,PER
21893,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1985,-0.66,PER
21894,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1986,-0.56,PER
21895,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1987,0.19,PER
21896,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1988,-0.09,PER
21897,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1989,-0.44,PER
21898,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1990,-0.26,PER
21899,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1991,-0.08,PER
21900,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1992,0.06,PER
21901,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1993,-0.17,PER
21902,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1994,-0.11,PER
21903,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1995,0.23,PER
21904,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1996,-0.23,PER
21905,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1997,0.45,PER
21906,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1998,0.79,PER
21907,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,1999,-0.3,PER
21908,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2000,-0.19,PER
21909,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2001,-0.16,PER
21910,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2002,0.13,PER
21911,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2003,0.15,PER
21912,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2004,0.09,PER
21913,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2005,0.35,PER
21914,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2006,0.2,PER
21915,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2007,0.09,PER
21916,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2008,0.09,PER
21917,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2009,0.34,PER
21918,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2010,0.6,PER
21919,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2011,0.07,PER
21920,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2012,0.22,PER
21921,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2013,0.21,PER
21922,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2014,0.32,PER
21923,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2015,0.71,PER
21924,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2016,0.83,PER
21925,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2017,0.45,PER
21926,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2018,0.11,PER
21927,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2019,0.45,PER
21928,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2020,0.78,PER
21929,Peru,TEMP_C: Annual temperature change,C: Degrees celsius,2021,0.42,PER
22360,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1979,-1.36,GBR
22361,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1980,-0.63,GBR
22362,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1981,-0.77,GBR
22363,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1982,-0.13,GBR
22364,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1983,-0.04,GBR
22365,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1984,-0.18,GBR
22366,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1985,-1.01,GBR
22367,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1986,-1.18,GBR
22368,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1987,-0.8,GBR
22369,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1988,-0.09,GBR
22370,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1989,0.43,GBR
22371,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1990,0.5,GBR
22372,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1991,-0.41,GBR
22373,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1992,-0.16,GBR
22374,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1993,-0.51,GBR
22375,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1994,0.05,GBR
22376,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1995,0.33,GBR
22377,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1996,-0.61,GBR
22378,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1997,0.61,GBR
22379,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1998,0.33,GBR
22380,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,1999,0.51,GBR
22381,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2000,0.25,GBR
22382,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2001,-0.06,GBR
22383,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2002,0.57,GBR
22384,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2003,0.57,GBR
22385,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2004,0.53,GBR
22386,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2005,0.49,GBR
22387,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2006,0.76,GBR
22388,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2007,0.64,GBR
22389,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2008,0.1,GBR
22390,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2009,0.22,GBR
22391,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2010,-0.93,GBR
22392,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2011,0.69,GBR
22393,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2012,-0.21,GBR
22394,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2013,-0.19,GBR
22395,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2014,0.95,GBR
22396,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2015,0.26,GBR
22397,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2016,0.38,GBR
22398,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2017,0.66,GBR
22399,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2018,0.52,GBR
22400,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2019,0.52,GBR
22401,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2020,0.72,GBR
22402,United Kingdom,TEMP_C: Annual temperature change,C: Degrees celsius,2021,0.4,GBR
23994,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1979,-0.04,ARG
23995,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1980,0.14,ARG
23996,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1981,0.08,ARG
23997,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1982,0.08,ARG
23998,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1983,-0.18,ARG
23999,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1984,-0.85,ARG
24000,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1985,0.12,ARG
24001,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1986,0.11,ARG
24002,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1987,-0.03,ARG
24003,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1988,-0.25,ARG
24004,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1989,0.4,ARG
24005,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1990,0.03,ARG
24006,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1991,-0.28,ARG
24007,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1992,-0.73,ARG
24008,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1993,-0.23,ARG
24009,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1994,0.35,ARG
24010,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1995,0.01,ARG
24011,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1996,0.05,ARG
24012,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1997,0.31,ARG
24013,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1998,0.16,ARG
24014,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,1999,-0.15,ARG
24015,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2000,-0.67,ARG
24016,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2001,0.02,ARG
24017,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2002,-0.19,ARG
24018,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2003,0.35,ARG
24019,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2004,0.34,ARG
24020,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2005,-0.03,ARG
24021,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2006,0.51,ARG
24022,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2007,-0.4,ARG
24023,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2008,0.51,ARG
24024,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2009,0.57,ARG
24025,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2010,-0.01,ARG
24026,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2011,0.29,ARG
24027,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2012,0.67,ARG
24028,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2013,0.58,ARG
24029,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2014,0.47,ARG
24030,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2015,0.62,ARG
24031,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2016,0.15,ARG
24032,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2017,0.63,ARG
24033,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2018,0.45,ARG
24034,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2019,0.5,ARG
24035,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2020,0.74,ARG
24036,Argentina,TEMP_C: Annual temperature change,C: Degrees celsius,2021,0.78,ARG
24338,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1979,-0.19,GRC
24339,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1980,-0.56,GRC
24340,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1981,-0.28,GRC
24341,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1982,-0.39,GRC
24342,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1983,-0.69,GRC
24343,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1984,-0.32,GRC
24344,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1985,-0.01,GRC
24345,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1986,-0.16,GRC
24346,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1987,-0.37,GRC
24347,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1988,-0.05,GRC
24348,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1989,-0.37,GRC
24349,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1990,0.19,GRC
24350,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1991,-0.91,GRC
24351,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1992,-0.61,GRC
24352,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1993,-0.29,GRC
24353,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1994,0.73,GRC
24354,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1995,-0.24,GRC
24355,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1996,-0.45,GRC
24356,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1997,-0.51,GRC
24357,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1998,0.2,GRC
24358,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,1999,0.58,GRC
24359,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2000,0.19,GRC
24360,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2001,0.45,GRC
24361,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2002,0.23,GRC
24362,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2003,0.13,GRC
24363,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2004,0.08,GRC
24364,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2005,-0.18,GRC
24365,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2006,-0.17,GRC
24366,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2007,0.76,GRC
24367,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2008,0.77,GRC
24368,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2009,0.63,GRC
24369,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2010,1.06,GRC
24370,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2011,-0.06,GRC
24371,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2012,0.84,GRC
24372,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2013,1.03,GRC
24373,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2014,0.9,GRC
24374,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2015,0.59,GRC
24375,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2016,0.93,GRC
24376,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2017,0.61,GRC
24377,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2018,1.21,GRC
24378,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2019,1.13,GRC
24379,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2020,0.98,GRC
24380,Greece,TEMP_C: Annual temperature change,C: Degrees celsius,2021,0.93,GRC
24897,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1979,-1.0,BLR
24898,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1980,-1.89,BLR
24899,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1981,-0.23,BLR
24900,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1982,-0.22,BLR
24901,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1983,0.67,BLR
24902,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1984,-0.55,BLR
24903,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1985,-2.17,BLR
24904,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1986,-0.89,BLR
24905,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1987,-2.53,BLR
24906,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1988,-0.4,BLR
24907,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1989,1.35,BLR
24908,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1990,0.93,BLR
24909,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1991,0.0,BLR
24910,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1992,0.25,BLR
24911,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1993,-0.81,BLR
24912,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1994,-0.08,BLR
24913,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1995,0.25,BLR
24914,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1996,-1.15,BLR
24915,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1997,-0.44,BLR
24916,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1998,-0.29,BLR
24917,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,1999,0.98,BLR
24918,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2000,1.12,BLR
24919,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2001,0.33,BLR
24920,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2002,0.93,BLR
24921,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2003,-0.14,BLR
24922,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2004,-0.01,BLR
24923,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2005,0.04,BLR
24924,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2006,0.09,BLR
24925,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2007,1.06,BLR
24926,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2008,1.29,BLR
24927,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2009,0.36,BLR
24928,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2010,0.24,BLR
24929,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2011,0.77,BLR
24930,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2012,0.06,BLR
24931,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2013,0.8,BLR
24932,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2014,1.02,BLR
24933,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2015,1.85,BLR
24934,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2016,0.97,BLR
24935,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2017,0.88,BLR
24936,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2018,1.14,BLR
24937,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2019,2.08,BLR
24938,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2020,2.33,BLR
24939,Belarus,TEMP_C: Annual temperature change,C: Degrees celsius,2021,0.52,BLR
25757,Germany,TEMP_C: Annual temperature change,C: Degrees celsius,1979,-1.12,DEU
25758,Germany,TEMP_C: Annual temperature change,C: Degrees celsius,1980,-1.17,DEU
25759,Germany,TEMP_C: Annual temperature change,C: Degrees celsius,1981,-0.61,DEU
25760,Germany,TEMP_C: Annual temperature change,C: Degrees celsius,1982,0.01,DEU
25761,Germany,TEMP_C: Annual temperature change,C: Degrees celsius,1983,0.13,DEU
